#JD Flux Flux_err
2458343.1204 0.99964935 0.00045
2458343.1412 1.0007713 0.00045
2458343.1620 1.0002836 0.00045
2458343.1829 0.99988375 0.00045
2458343.2037 0.99941358 0.00045
2458343.2245 1.0001243 0.00045
2458343.2454 1.0006476 0.00045
2458343.2662 1.0007169 0.00045
2458343.2870 1.0003403 0.00045
2458343.3079 1.0008221 0.00045
2458343.3287 1.0003988 0.00045
2458343.3495 0.99994696 0.00045
2458343.3704 0.99987411 0.00045
2458343.3912 0.99985671 0.00045
2458343.4120 0.99969577 0.00045
2458343.4329 0.99962698 0.00045
2458343.4537 1.0001690 0.00045
2458343.4745 1.0001957 0.00045
2458343.4954 1.0001065 0.00045
2458343.5162 0.99952046 0.00045
2458343.5370 1.0003675 0.00045
2458343.5579 0.99864558 0.00045
2458343.5787 0.99978026 0.00045
2458343.5995 0.99953810 0.00045
2458343.6204 1.0002409 0.00045
2458343.6412 0.99960094 0.00045
2458343.6620 0.99970610 0.00045
2458343.6829 1.0000051 0.00045
2458343.7037 0.99995224 0.00045
2458343.7245 1.0004752 0.00045
2458343.7454 1.0001049 0.00045
2458343.7662 0.99998596 0.00045
2458343.7870 0.99943407 0.00045
2458343.8079 0.99990997 0.00045
2458343.8287 1.0002051 0.00045
2458343.8495 0.99944167 0.00045
2458343.8704 1.0003745 0.00045
2458343.8912 0.99985288 0.00045
2458343.9120 1.0001649 0.00045
2458343.9329 1.0000697 0.00045
2458343.9537 1.0001104 0.00045
2458343.9745 1.0005921 0.00045
2458343.9954 1.0001068 0.00045
2458344.0162 0.99973399 0.00045
2458344.0370 1.0006213 0.00045
2458344.0579 1.0004847 0.00045
2458344.0787 1.0001018 0.00045
2458344.0995 0.99994571 0.00045
2458344.1204 1.0005557 0.00045
2458344.1412 0.99961098 0.00045
2458344.1620 0.99985254 0.00045
2458344.1829 1.0012015 0.00045
2458344.2037 1.0002080 0.00045
2458344.2245 0.99982218 0.00045
2458344.2454 0.99980377 0.00045
2458344.2870 0.99882933 0.00045
2458344.3079 0.99954052 0.00045
2458344.3287 0.99932867 0.00045
2458344.3495 1.0007515 0.00045
2458344.3704 1.0002465 0.00045
2458344.3912 0.99965429 0.00045
2458344.4120 1.0000651 0.00045
2458344.4329 0.99962694 0.00045
2458344.4537 0.99970697 0.00045
2458344.4745 1.0004502 0.00045
2458344.4954 1.0006650 0.00045
2458344.5162 1.0001204 0.00045
2458344.5370 0.99969751 0.00045
2458344.5579 0.99963827 0.00045
2458344.5787 0.99965765 0.00045
2458344.5995 0.99939442 0.00045
2458344.6204 1.0005913 0.00045
2458344.6412 1.0001694 0.00045
2458344.6620 0.99963203 0.00045
2458344.7245 1.0008461 0.00045
2458344.7454 1.0003425 0.00045
2458344.7662 0.99937247 0.00045
2458344.7870 0.99942734 0.00045
2458344.8079 1.0001195 0.00045
2458344.8287 1.0004932 0.00045
2458344.8495 0.99988403 0.00045
2458344.8704 0.99964451 0.00045
2458344.8912 1.0007906 0.00045
2458344.9120 0.99988618 0.00045
2458344.9329 1.0000500 0.00045
2458344.9537 1.0001547 0.00045
2458344.9745 0.99981999 0.00045
2458344.9954 0.99947098 0.00045
2458345.0162 1.0008372 0.00045
2458345.0370 1.0001386 0.00045
2458345.0579 1.0006920 0.00045
2458345.0787 0.99895856 0.00045
2458345.0995 0.99971637 0.00045
2458345.1204 0.99965444 0.00045
2458345.1412 0.99946564 0.00045
2458345.1620 1.0002330 0.00045
2458345.1829 1.0001871 0.00045
2458345.2037 1.0004099 0.00045
2458345.2245 0.99990686 0.00045
2458345.2453 0.99950196 0.00045
2458345.2662 1.0009150 0.00045
2458345.2870 0.99978287 0.00045
2458345.3078 1.0000801 0.00045
2458345.3287 1.0000876 0.00045
2458345.3495 1.0006173 0.00045
2458345.3703 1.0000324 0.00045
2458345.3912 0.99945870 0.00045
2458345.4120 1.0003001 0.00045
2458345.4328 1.0001899 0.00045
2458345.4537 0.99972557 0.00045
2458345.4745 0.99895412 0.00045
2458345.4953 0.99974486 0.00045
2458345.5162 0.99948882 0.00045
2458345.5370 1.0000656 0.00045
2458345.5578 1.0000587 0.00045
2458345.5787 1.0006437 0.00045
2458345.5995 1.0001684 0.00045
2458345.6203 0.99969388 0.00045
2458345.6412 1.0002915 0.00045
2458345.6620 1.0005650 0.00045
2458345.6828 0.99986973 0.00045
2458345.7037 0.99965848 0.00045
2458345.7245 1.0007872 0.00045
2458345.7453 1.0011265 0.00045
2458345.7662 1.0005985 0.00045
2458345.7870 0.99803248 0.00045
2458345.8078 0.99685692 0.00045
2458345.8287 0.99692200 0.00045
2458345.8495 0.99695401 0.00045
2458345.8703 0.99631982 0.00045
2458345.8912 0.99686036 0.00045
2458345.9120 0.99696378 0.00045
2458345.9328 0.99665512 0.00045
2458345.9537 0.99683519 0.00045
2458345.9745 1.0008825 0.00045
2458345.9953 1.0004953 0.00045
2458346.0162 0.99961185 0.00045
2458346.0370 1.0002003 0.00045
2458346.0578 1.0000152 0.00045
2458346.0787 1.0000304 0.00045
2458346.0995 0.99947668 0.00045
2458346.1203 1.0001801 0.00045
2458346.1412 0.99996996 0.00045
2458346.1620 1.0007758 0.00045
2458346.1828 0.99972113 0.00045
2458346.2037 0.99979378 0.00045
2458346.2245 0.99978658 0.00045
2458346.2453 0.99997318 0.00045
2458346.2662 0.99992054 0.00045
2458346.2870 0.99976002 0.00045
2458346.3078 0.99957611 0.00045
2458346.3287 1.0006078 0.00045
2458346.3495 0.99972750 0.00045
2458346.3703 0.99989675 0.00045
2458346.3912 0.99990998 0.00045
2458346.4120 1.0013992 0.00045
2458346.4328 1.0002989 0.00045
2458346.4537 1.0001724 0.00045
2458346.4745 0.99961078 0.00045
2458346.4953 0.99959197 0.00045
2458346.5162 1.0002323 0.00045
2458346.5370 1.0001406 0.00045
2458346.5578 1.0006971 0.00045
2458346.5787 1.0013357 0.00045
2458346.5995 1.0005808 0.00045
2458346.6203 0.99960694 0.00045
2458346.6412 1.0003491 0.00045
2458346.6620 0.99957275 0.00045
2458346.6828 0.99901424 0.00045
2458346.7037 0.99955342 0.00045
2458346.7245 0.99928831 0.00045
2458346.7453 1.0001077 0.00045
2458346.7662 0.99965902 0.00045
2458346.7870 0.99971427 0.00045
2458346.8078 1.0001814 0.00045
2458346.8287 0.99994770 0.00045
2458346.8495 1.0002664 0.00045
2458346.8703 0.99990801 0.00045
2458346.8912 1.0008416 0.00045
2458346.9120 1.0007000 0.00045
2458346.9537 1.0002142 0.00045
2458346.9745 0.99907748 0.00045
2458350.0161 1.0001879 0.00045
2458350.0370 1.0003364 0.00045
2458350.0578 1.0001830 0.00045
2458350.0786 0.99955761 0.00045
2458350.0995 0.99906642 0.00045
2458350.1203 1.0002691 0.00045
2458350.1411 1.0007239 0.00045
2458350.1620 0.99965606 0.00045
2458350.1828 0.99994721 0.00045
2458350.2036 1.0002520 0.00045
2458350.2245 0.99918386 0.00045
2458350.2453 1.0002821 0.00045
2458350.2661 0.99971124 0.00045
2458350.2870 1.0000369 0.00045
2458350.3078 0.99972265 0.00045
2458350.3286 1.0003020 0.00045
2458350.3495 1.0005277 0.00045
2458350.3703 1.0004592 0.00045
2458350.3911 0.99955997 0.00045
2458350.4120 0.99990233 0.00045
2458350.4328 1.0005692 0.00045
2458350.4536 0.99954932 0.00045
2458350.4745 1.0006296 0.00045
2458350.4953 1.0002456 0.00045
2458350.5161 1.0001815 0.00045
2458350.5370 0.99990359 0.00045
2458350.5578 0.99968959 0.00045
2458350.5786 0.99948470 0.00045
2458350.5994 0.99999514 0.00045
2458350.6203 0.99981715 0.00045
2458350.6411 0.99937376 0.00045
2458350.6619 1.0001095 0.00045
2458350.6828 1.0001229 0.00045
2458350.7036 0.99986069 0.00045
2458350.7244 1.0006397 0.00045
2458350.7453 0.99981884 0.00045
2458350.7661 1.0003052 0.00045
2458350.7869 0.99997702 0.00045
2458350.8078 0.99917668 0.00045
2458350.8286 1.0003377 0.00045
2458350.8494 1.0001016 0.00045
2458350.8703 1.0005119 0.00045
2458350.8911 1.0001570 0.00045
2458350.9119 0.99970532 0.00045
2458350.9328 1.0007637 0.00045
2458350.9536 0.99975772 0.00045
2458350.9744 0.99968522 0.00045
2458350.9953 1.0001290 0.00045
2458351.0161 0.99981332 0.00045
2458351.0369 0.99956292 0.00045
2458351.0578 0.99995182 0.00045
2458351.0786 0.99981018 0.00045
2458351.0994 1.0000010 0.00045
2458351.1203 0.99977023 0.00045
2458351.1411 1.0003004 0.00045
2458351.1619 1.0002028 0.00045
2458351.1828 1.0005579 0.00045
2458351.2036 1.0003664 0.00045
2458351.2244 1.0002897 0.00045
2458351.2453 1.0000997 0.00045
2458351.2661 0.99905681 0.00045
2458351.2869 1.0002112 0.00045
2458351.3078 0.99888251 0.00045
2458351.3286 0.99990792 0.00045
2458351.3494 0.99991886 0.00045
2458351.3703 0.99932690 0.00045
2458351.4119 1.0003167 0.00045
2458351.4328 1.0001780 0.00045
2458351.4536 1.0006156 0.00045
2458351.4744 1.0000952 0.00045
2458351.4953 0.99963177 0.00045
2458351.5161 1.0000499 0.00045
2458351.5369 1.0003621 0.00045
2458351.5578 1.0002525 0.00045
2458351.5786 0.99988048 0.00045
2458351.5994 1.0000561 0.00045
2458351.6203 0.99947004 0.00045
2458351.6411 1.0009912 0.00045
2458351.6619 0.99940944 0.00045
2458351.6828 1.0002316 0.00045
2458351.7036 1.0006852 0.00045
2458351.7244 0.99955792 0.00045
2458351.7453 1.0002351 0.00045
2458351.7661 1.0000490 0.00045
2458351.7869 0.99969987 0.00045
2458351.8078 1.0002351 0.00045
2458351.8286 0.99992269 0.00045
2458351.8494 1.0001179 0.00045
2458351.8703 1.0007844 0.00045
2458351.8911 1.0004014 0.00045
2458351.9119 1.0001097 0.00045
2458351.9328 1.0009224 0.00045
2458351.9536 0.99974444 0.00045
2458351.9744 0.99963614 0.00045
2458351.9953 0.99927105 0.00045
2458352.0161 0.99906160 0.00045
2458352.0369 0.99974831 0.00045
2458352.0578 0.99947705 0.00045
2458352.0786 1.0000973 0.00045
2458352.0994 0.99950738 0.00045
2458352.1203 0.99977985 0.00045
2458352.1411 0.99993882 0.00045
2458352.1619 0.99933890 0.00045
2458352.2244 1.0002701 0.00045
2458352.2453 0.99983991 0.00045
2458352.2661 1.0002756 0.00045
2458352.2869 1.0001903 0.00045
2458352.3078 1.0001029 0.00045
2458352.3286 1.0004219 0.00045
2458352.3494 0.99907146 0.00045
2458352.3703 1.0006085 0.00045
2458352.3911 1.0006145 0.00045
2458352.4119 1.0003346 0.00045
2458352.4328 0.99975184 0.00045
2458352.4536 1.0001113 0.00045
2458352.4744 0.99989972 0.00045
2458352.4953 1.0001400 0.00045
2458352.5161 1.0001407 0.00045
2458352.5369 1.0002591 0.00045
2458352.5578 0.99970528 0.00045
2458352.5786 1.0004569 0.00045
2458352.5994 0.99979497 0.00045
2458352.6203 1.0002738 0.00045
2458352.6411 1.0002766 0.00045
2458352.6619 0.99995563 0.00045
2458352.6827 0.99961543 0.00045
2458352.7036 1.0001112 0.00045
2458352.7244 1.0001206 0.00045
2458352.7452 0.99954181 0.00045
2458352.7661 1.0000081 0.00045
2458352.7869 1.0002040 0.00045
2458352.8077 0.99949555 0.00045
2458352.8286 1.0002942 0.00045
2458352.8494 1.0006908 0.00045
2458352.8702 0.99998497 0.00045
2458352.8911 0.99929045 0.00045
2458352.9119 0.99951351 0.00045
2458352.9327 0.99936070 0.00045
2458352.9536 0.99952861 0.00045
2458352.9744 1.0007208 0.00045
2458352.9952 1.0006662 0.00045
